District,Chart,Instrument,Var_name,Variable,Section,Link_to_District,Type,Matrix_prompt,Item_text,Value,ResponseCategory,SubPopVar,SubPopVal,UnweightedCnt,Item_N,Flag_Row,Flag_Item,WeightedCntEstimate,WeightedCntSTDError,WeightedCntCILowerBound,WeightedCntCIUpperBound,WeightedPctEstimate,WeightedPctSTDError,WeightedPctCILowerBound,WeightedPctCIUpperBound,WeightedMean,WeightedMeanSE,WeightedMeanCILowerBound,WeightedMeanCIUpperBound,WeightedMedian
Springfield,A5,Principal,A5a,A_Page_A5_a_A5,STATE CURRICULUM FRAMEWORKS,A10a,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2011 English Language Arts Curriculum Framework,1,1-2 Years,District Name,Springfield,9,21,N,N,24.36,4.78,14.81,33.92,42.86,7.52,29.06,57.86,,,,,
Springfield,A5,Principal,A5a,A_Page_A5_a_A5,STATE CURRICULUM FRAMEWORKS,A10a,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2011 English Language Arts Curriculum Framework,2,3 Years,District Name,Springfield,3,21,N,N,8.12,3.65,0.82,15.43,14.29,6.21,5.91,30.65,,,,,
Springfield,A5,Principal,A5a,A_Page_A5_a_A5,STATE CURRICULUM FRAMEWORKS,A10a,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2011 English Language Arts Curriculum Framework,3,4 Years,District Name,Springfield,3,21,N,N,8.12,3.71,0.7,15.54,14.29,6.08,6.02,30.26,,,,,
Springfield,A5,Principal,A5a,A_Page_A5_a_A5,STATE CURRICULUM FRAMEWORKS,A10a,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2011 English Language Arts Curriculum Framework,4,5+ Years,District Name,Springfield,6,21,N,N,16.24,5.13,5.97,26.51,28.57,7.66,16.11,45.46,,,,,
Springfield,A5,Principal,A5a,A_Page_A5_a_A5,STATE CURRICULUM FRAMEWORKS,A10a,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2011 English Language Arts Curriculum Framework,(missing),missing,District Name,Springfield,1,21,N,N,2.71,2.12,0,6.94,,,,,,,,,
Springfield,A5,Principal,A5a,A_Page_A5_a_A5,STATE CURRICULUM FRAMEWORKS,A10a,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2011 English Language Arts Curriculum Framework,,,District Name,Springfield,,21,N,N,,,,,,,,,2.29,0.21,1.87,2.7,2
Springfield,A5,Principal,A5b,A_Page_A5_b_A5,STATE CURRICULUM FRAMEWORKS,A10b,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2011 Mathematics Curriculum Framework,1,1-2 Years,District Name,Springfield,9,21,N,N,24.36,4.78,14.81,33.92,42.86,7.52,29.06,57.86,,,,,
Springfield,A5,Principal,A5b,A_Page_A5_b_A5,STATE CURRICULUM FRAMEWORKS,A10b,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2011 Mathematics Curriculum Framework,2,3 Years,District Name,Springfield,3,21,N,N,8.12,3.65,0.82,15.43,14.29,6.21,5.91,30.65,,,,,
Springfield,A5,Principal,A5b,A_Page_A5_b_A5,STATE CURRICULUM FRAMEWORKS,A10b,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2011 Mathematics Curriculum Framework,3,4 Years,District Name,Springfield,3,21,N,N,8.12,3.71,0.7,15.54,14.29,6.08,6.02,30.26,,,,,
Springfield,A5,Principal,A5b,A_Page_A5_b_A5,STATE CURRICULUM FRAMEWORKS,A10b,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2011 Mathematics Curriculum Framework,4,5+ Years,District Name,Springfield,6,21,N,N,16.24,5.13,5.97,26.51,28.57,7.66,16.11,45.46,,,,,
Springfield,A5,Principal,A5b,A_Page_A5_b_A5,STATE CURRICULUM FRAMEWORKS,A10b,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2011 Mathematics Curriculum Framework,(missing),missing,District Name,Springfield,1,21,N,N,2.71,2.12,0,6.94,,,,,,,,,
Springfield,A5,Principal,A5b,A_Page_A5_b_A5,STATE CURRICULUM FRAMEWORKS,A10b,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2011 Mathematics Curriculum Framework,,,District Name,Springfield,,21,N,N,,,,,,,,,2.29,0.21,1.87,2.7,2
Springfield,A5,Principal,A5c,A_Page_A5_c_A5,STATE CURRICULUM FRAMEWORKS,A10c,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2016 Science and Technology/Engineering Curriculum Framework,1,1-2 Years,District Name,Springfield,3,21,N,N,8.12,3.68,0.76,15.48,14.29,6.21,5.91,30.65,,,,,
Springfield,A5,Principal,A5c,A_Page_A5_c_A5,STATE CURRICULUM FRAMEWORKS,A10c,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2016 Science and Technology/Engineering Curriculum Framework,2,3 Years,District Name,Springfield,2,21,N,N,5.41,3,0,11.42,9.52,5.34,3.16,25.34,,,,,
Springfield,A5,Principal,A5c,A_Page_A5_c_A5,STATE CURRICULUM FRAMEWORKS,A10c,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2016 Science and Technology/Engineering Curriculum Framework,3,4 Years,District Name,Springfield,4,21,N,N,10.83,3.04,4.75,16.91,19.05,4.94,11.13,30.66,,,,,
Springfield,A5,Principal,A5c,A_Page_A5_c_A5,STATE CURRICULUM FRAMEWORKS,A10c,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2016 Science and Technology/Engineering Curriculum Framework,4,5+ Years,District Name,Springfield,12,21,N,N,32.48,6.67,19.14,45.83,57.14,8.53,40.24,72.53,,,,,
Springfield,A5,Principal,A5c,A_Page_A5_c_A5,STATE CURRICULUM FRAMEWORKS,A10c,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2016 Science and Technology/Engineering Curriculum Framework,(missing),missing,District Name,Springfield,1,21,N,N,2.71,2.12,0,6.94,,,,,,,,,
Springfield,A5,Principal,A5c,A_Page_A5_c_A5,STATE CURRICULUM FRAMEWORKS,A10c,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The current 2016 Science and Technology/Engineering Curriculum Framework,,,District Name,Springfield,,21,N,N,,,,,,,,,3.19,0.2,2.78,3.6,4
Springfield,A5,Principal,A5d,A_Page_A5_d_A5,STATE CURRICULUM FRAMEWORKS,A10d,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The next generation MCAS test,1,1-2 Years,District Name,Springfield,5,21,N,N,13.54,3.71,6.12,20.95,23.81,6.86,12.98,39.57,,,,,
Springfield,A5,Principal,A5d,A_Page_A5_d_A5,STATE CURRICULUM FRAMEWORKS,A10d,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The next generation MCAS test,2,3 Years,District Name,Springfield,4,21,N,N,10.83,4.17,2.48,19.18,19.05,6.5,9.39,34.81,,,,,
Springfield,A5,Principal,A5d,A_Page_A5_d_A5,STATE CURRICULUM FRAMEWORKS,A10d,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The next generation MCAS test,3,4 Years,District Name,Springfield,1,21,N,N,2.71,2.16,0,7.02,4.76,3.84,1.06,18.86,,,,,
Springfield,A5,Principal,A5d,A_Page_A5_d_A5,STATE CURRICULUM FRAMEWORKS,A10d,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The next generation MCAS test,4,5+ Years,District Name,Springfield,11,21,N,N,29.78,7,15.78,43.78,52.38,9.38,34.52,69.65,,,,,
Springfield,A5,Principal,A5d,A_Page_A5_d_A5,STATE CURRICULUM FRAMEWORKS,A10d,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The next generation MCAS test,(missing),missing,District Name,Springfield,1,21,N,N,2.71,2.12,0,6.94,,,,,,,,,
Springfield,A5,Principal,A5d,A_Page_A5_d_A5,STATE CURRICULUM FRAMEWORKS,A10d,Ordinal,"Including this current school year, how much longer do you believe each of the following will remain in effect?",The next generation MCAS test,,,District Name,Springfield,,21,N,N,,,,,,,,,2.86,0.23,2.4,3.31,4
Springfield,B1,Principal,B1a,B_Page_B1_a_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have time to collaborate during the school day.,1,Never,District Name,Springfield,0,20,N,N,0,0,0,0,0,0,0,0,,,,,
Springfield,B1,Principal,B1a,B_Page_B1_a_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have time to collaborate during the school day.,2,About Once Every Other Month,District Name,Springfield,0,20,N,N,0,0,0,0,0,0,0,0,,,,,
Springfield,B1,Principal,B1a,B_Page_B1_a_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have time to collaborate during the school day.,3,About Once a Month,District Name,Springfield,0,20,N,N,0,0,0,0,0,0,0,0,,,,,
Springfield,B1,Principal,B1a,B_Page_B1_a_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have time to collaborate during the school day.,4,About Two or Three Times a Month,District Name,Springfield,0,20,N,N,0,0,0,0,0,0,0,0,,,,,
Springfield,B1,Principal,B1a,B_Page_B1_a_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have time to collaborate during the school day.,5,About Once a Week,District Name,Springfield,3,20,N,N,8.12,3.76,0.61,15.64,15,6.78,5.99,32.83,,,,,
Springfield,B1,Principal,B1a,B_Page_B1_a_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have time to collaborate during the school day.,6,More Than Once a Week,District Name,Springfield,17,20,N,N,46.02,7.21,31.6,60.44,85,6.78,67.17,94.01,,,,,
Springfield,B1,Principal,B1a,B_Page_B1_a_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have time to collaborate during the school day.,(missing),missing,District Name,Springfield,2,20,N,N,5.41,2.97,0,11.36,,,,,,,,,
Springfield,B1,Principal,B1a,B_Page_B1_a_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have time to collaborate during the school day.,,,District Name,Springfield,,20,N,N,,,,,,,,,5.85,0.07,5.71,5.99,6
Springfield,B1,Principal,B1b,B_Page_B1_b_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers receive adequate training to support peer collaboration.,1,Never,District Name,Springfield,0,20,N,N,0,0,0,0,0,0,0,0,,,,,
Springfield,B1,Principal,B1b,B_Page_B1_b_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers receive adequate training to support peer collaboration.,2,About Once Every Other Month,District Name,Springfield,1,20,N,N,2.71,2.12,0,6.94,5,3.69,1.25,18,,,,,
Springfield,B1,Principal,B1b,B_Page_B1_b_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers receive adequate training to support peer collaboration.,3,About Once a Month,District Name,Springfield,4,20,N,N,10.83,4.28,2.27,19.39,20,7.62,9.06,38.54,,,,,
Springfield,B1,Principal,B1b,B_Page_B1_b_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers receive adequate training to support peer collaboration.,4,About Two or Three Times a Month,District Name,Springfield,4,20,N,N,10.83,4.33,2.16,19.49,20,8.4,8.37,40.63,,,,,
Springfield,B1,Principal,B1b,B_Page_B1_b_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers receive adequate training to support peer collaboration.,5,About Once a Week,District Name,Springfield,3,20,N,N,8.12,3.68,0.76,15.48,15,6.05,6.59,30.62,,,,,
Springfield,B1,Principal,B1b,B_Page_B1_b_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers receive adequate training to support peer collaboration.,6,More Than Once a Week,District Name,Springfield,8,20,N,N,21.66,5.98,9.7,33.61,40,8.97,24.29,58.08,,,,,
Springfield,B1,Principal,B1b,B_Page_B1_b_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers receive adequate training to support peer collaboration.,(missing),missing,District Name,Springfield,2,20,N,N,5.41,2.97,0,11.36,,,,,,,,,
Springfield,B1,Principal,B1b,B_Page_B1_b_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers receive adequate training to support peer collaboration.,,,District Name,Springfield,,20,N,N,,,,,,,,,4.65,0.23,4.19,5.11,5
Springfield,B1,Principal,B1c,B_Page_B1_c_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,"Teachers have the necessary materials, tools, or equipment that helps them collaborate with peers effectively.",1,Never,District Name,Springfield,0,19,N,N,0,0,0,0,0,0,0,0,,,,,
Springfield,B1,Principal,B1c,B_Page_B1_c_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,"Teachers have the necessary materials, tools, or equipment that helps them collaborate with peers effectively.",2,About Once Every Other Month,District Name,Springfield,0,19,N,N,0,0,0,0,0,0,0,0,,,,,
Springfield,B1,Principal,B1c,B_Page_B1_c_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,"Teachers have the necessary materials, tools, or equipment that helps them collaborate with peers effectively.",3,About Once a Month,District Name,Springfield,0,19,N,N,0,0,0,0,0,0,0,0,,,,,
Springfield,B1,Principal,B1c,B_Page_B1_c_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,"Teachers have the necessary materials, tools, or equipment that helps them collaborate with peers effectively.",4,About Two or Three Times a Month,District Name,Springfield,1,19,N,N,2.71,2.2,0,7.1,5.26,4.25,1.17,20.7,,,,,
Springfield,B1,Principal,B1c,B_Page_B1_c_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,"Teachers have the necessary materials, tools, or equipment that helps them collaborate with peers effectively.",5,About Once a Week,District Name,Springfield,2,19,N,N,5.41,3.02,0,11.45,10.53,5.71,3.59,27.08,,,,,
Springfield,B1,Principal,B1c,B_Page_B1_c_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,"Teachers have the necessary materials, tools, or equipment that helps them collaborate with peers effectively.",6,More Than Once a Week,District Name,Springfield,16,19,N,N,43.31,7.63,28.05,58.58,84.21,7.18,65.49,93.75,,,,,
Springfield,B1,Principal,B1c,B_Page_B1_c_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,"Teachers have the necessary materials, tools, or equipment that helps them collaborate with peers effectively.",(missing),missing,District Name,Springfield,3,19,N,N,8.12,3.63,0.85,15.39,,,,,,,,,
Springfield,B1,Principal,B1c,B_Page_B1_c_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,"Teachers have the necessary materials, tools, or equipment that helps them collaborate with peers effectively.",,,District Name,Springfield,,19,N,N,,,,,,,,,5.79,0.1,5.58,6,6
Springfield,B1,Principal,B1d,B_Page_B1_d_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers participate in professional learning communities in my school.,1,Never,District Name,Springfield,1,20,N,N,2.71,2.2,0,7.1,5,4.03,1.12,19.71,,,,,
Springfield,B1,Principal,B1d,B_Page_B1_d_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers participate in professional learning communities in my school.,2,About Once Every Other Month,District Name,Springfield,0,20,N,N,0,0,0,0,0,0,0,0,,,,,
Springfield,B1,Principal,B1d,B_Page_B1_d_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers participate in professional learning communities in my school.,3,About Once a Month,District Name,Springfield,0,20,N,N,0,0,0,0,0,0,0,0,,,,,
Springfield,B1,Principal,B1d,B_Page_B1_d_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers participate in professional learning communities in my school.,4,About Two or Three Times a Month,District Name,Springfield,1,20,N,N,2.71,2.15,0,7.01,5,4.03,1.12,19.71,,,,,
Springfield,B1,Principal,B1d,B_Page_B1_d_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers participate in professional learning communities in my school.,5,About Once a Week,District Name,Springfield,6,20,N,N,16.24,4.15,7.94,24.54,30,7.15,18,45.55,,,,,
Springfield,B1,Principal,B1d,B_Page_B1_d_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers participate in professional learning communities in my school.,6,More Than Once a Week,District Name,Springfield,12,20,N,N,32.48,7.26,17.95,47.02,60,9.3,41.3,76.18,,,,,
Springfield,B1,Principal,B1d,B_Page_B1_d_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers participate in professional learning communities in my school.,(missing),missing,District Name,Springfield,2,20,N,N,5.41,2.97,0,11.36,,,,,,,,,
Springfield,B1,Principal,B1d,B_Page_B1_d_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers participate in professional learning communities in my school.,,,District Name,Springfield,,20,N,N,,,,,,,,,5.35,0.23,4.89,5.81,6
Springfield,B1,Principal,B1e,B_Page_B1_e_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have opportunities to observe each other in their classrooms.,1,Never,District Name,Springfield,1,20,N,N,2.71,2.2,0,7.1,5,4.03,1.12,19.71,,,,,
Springfield,B1,Principal,B1e,B_Page_B1_e_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have opportunities to observe each other in their classrooms.,2,About Once Every Other Month,District Name,Springfield,5,20,N,N,13.54,3.83,5.87,21.2,25,6.68,14.23,40.12,,,,,
Springfield,B1,Principal,B1e,B_Page_B1_e_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have opportunities to observe each other in their classrooms.,3,About Once a Month,District Name,Springfield,8,20,N,N,21.66,5.65,10.36,32.95,40,8.2,25.43,56.59,,,,,
Springfield,B1,Principal,B1e,B_Page_B1_e_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have opportunities to observe each other in their classrooms.,4,About Two or Three Times a Month,District Name,Springfield,1,20,N,N,2.71,2.15,0,7.01,5,4.03,1.12,19.71,,,,,
Springfield,B1,Principal,B1e,B_Page_B1_e_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have opportunities to observe each other in their classrooms.,5,About Once a Week,District Name,Springfield,2,20,N,N,5.41,3.02,0,11.45,10,5.02,3.69,24.37,,,,,
Springfield,B1,Principal,B1e,B_Page_B1_e_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have opportunities to observe each other in their classrooms.,6,More Than Once a Week,District Name,Springfield,3,20,N,N,8.12,2.21,3.71,12.53,15,4.02,8.66,24.72,,,,,
Springfield,B1,Principal,B1e,B_Page_B1_e_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have opportunities to observe each other in their classrooms.,(missing),missing,District Name,Springfield,2,20,N,N,5.41,2.97,0,11.36,,,,,,,,,
Springfield,B1,Principal,B1e,B_Page_B1_e_B1,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,How often does the following occur with regard to teacher collaboration at your school?,Teachers have opportunities to observe each other in their classrooms.,,,District Name,Springfield,,20,N,N,,,,,,,,,3.35,0.2,2.95,3.75,3
Springfield,B2,Principal,B2a,B_Page_B2_a_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Observations of classroom practice,1,Not At All,District Name,Springfield,0,20,N,N,0,0,0,0,0,0,0,0,,,,,
Springfield,B2,Principal,B2a,B_Page_B2_a_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Observations of classroom practice,2,Minimal Extent,District Name,Springfield,1,20,N,N,2.71,2.15,0,7.01,5,4.03,1.12,19.71,,,,,
Springfield,B2,Principal,B2a,B_Page_B2_a_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Observations of classroom practice,3,Moderate Extent,District Name,Springfield,4,20,N,N,10.83,4.21,2.41,19.25,20,7.14,9.52,37.27,,,,,
Springfield,B2,Principal,B2a,B_Page_B2_a_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Observations of classroom practice,4,Large Extent,District Name,Springfield,15,20,N,N,40.61,6.97,26.67,54.54,75,8.15,56.33,87.46,,,,,
Springfield,B2,Principal,B2a,B_Page_B2_a_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Observations of classroom practice,(missing),missing,District Name,Springfield,2,20,N,N,5.41,2.97,0,11.36,,,,,,,,,
Springfield,B2,Principal,B2a,B_Page_B2_a_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Observations of classroom practice,,,District Name,Springfield,,20,N,N,,,,,,,,,3.7,0.11,3.49,3.91,4
Springfield,B2,Principal,B2b,B_Page_B2_b_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Results from state assessments,1,Not At All,District Name,Springfield,0,20,N,N,0,0,0,0,0,0,0,0,,,,,
Springfield,B2,Principal,B2b,B_Page_B2_b_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Results from state assessments,2,Minimal Extent,District Name,Springfield,0,20,N,N,0,0,0,0,0,0,0,0,,,,,
Springfield,B2,Principal,B2b,B_Page_B2_b_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Results from state assessments,3,Moderate Extent,District Name,Springfield,8,20,N,N,21.66,6.1,9.45,33.87,40,9.64,23.35,59.33,,,,,
Springfield,B2,Principal,B2b,B_Page_B2_b_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Results from state assessments,4,Large Extent,District Name,Springfield,12,20,N,N,32.48,6.42,19.64,45.33,60,9.64,40.67,76.65,,,,,
Springfield,B2,Principal,B2b,B_Page_B2_b_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Results from state assessments,(missing),missing,District Name,Springfield,2,20,N,N,5.41,2.97,0,11.36,,,,,,,,,
Springfield,B2,Principal,B2b,B_Page_B2_b_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Results from state assessments,,,District Name,Springfield,,20,N,N,,,,,,,,,3.6,0.1,3.41,3.79,4
Springfield,B2,Principal,B2c,B_Page_B2_c_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Results from local common assessments,1,Not At All,District Name,Springfield,1,20,N,N,2.71,2.16,0,7.02,5,3.98,1.13,19.47,,,,,
Springfield,B2,Principal,B2c,B_Page_B2_c_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Results from local common assessments,2,Minimal Extent,District Name,Springfield,3,20,N,N,8.12,3.9,0.33,15.92,15,7.18,5.69,34.05,,,,,
Springfield,B2,Principal,B2c,B_Page_B2_c_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Results from local common assessments,3,Moderate Extent,District Name,Springfield,4,20,N,N,10.83,4.21,2.41,19.25,20,6.75,9.92,36.22,,,,,
Springfield,B2,Principal,B2c,B_Page_B2_c_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Results from local common assessments,4,Large Extent,District Name,Springfield,12,20,N,N,32.48,6.24,20,44.97,60,9.66,40.62,76.68,,,,,
Springfield,B2,Principal,B2c,B_Page_B2_c_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Results from local common assessments,(missing),missing,District Name,Springfield,2,20,N,N,5.41,2.97,0,11.36,,,,,,,,,
Springfield,B2,Principal,B2c,B_Page_B2_c_B2,EDUCATOR GROWTH AND DEVELOPMENT,N/A,Ordinal,To what extent did each of the following factors influence your thinking and decisions about types of professional development (PD) to offer teachers during the 2016-17 school year (including summer 2016)?,Results from local common assessments,,,District Name,Springfield,,20,N,N,,,,,,,,,3.35,0.18,2.98,3.72,4
