School Year,State,Exit Code,Disability,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 14 to 21 total,Hispanic/Latino,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Other Pacific Islander,White,Two or more races,Male,Female,Limited English proficiency,Non-limited English proficiency
2013-2014,RHODE ISLAND,"Moved, known to be continuing",Emotional disturbance,50,43,73,63,33,13,10,5,290,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Reached maximum age,Emotional disturbance,-,-,-,-,-,-,1,2,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Received a certificate,Emotional disturbance,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting school,Emotional disturbance,0,0,1,19,115,76,20,3,234,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting special education,Emotional disturbance,57,51,84,84,150,89,30,8,553,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Transferred to regular education,Emotional disturbance,7,8,10,2,2,0,0,0,29,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Died,Hearing impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Dropped out,Hearing impairment,0,0,0,0,2,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with a regular high school diploma and received a certificate,Hearing impairment,0,0,0,0,5,4,1,0,10,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with regular high school diploma,Hearing impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,"Moved, known to be continuing",Hearing impairment,1,1,0,1,0,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Reached maximum age,Hearing impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Received a certificate,Hearing impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting school,Hearing impairment,0,0,0,0,7,4,1,0,12,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting special education,Hearing impairment,1,1,1,1,8,4,1,0,17,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Transferred to regular education,Hearing impairment,0,0,1,0,1,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Died,Intellectual disability,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Dropped out,Intellectual disability,0,0,0,2,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with a regular high school diploma and received a certificate,Intellectual disability,0,0,0,0,7,14,10,9,40,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with regular high school diploma,Intellectual disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,"Moved, known to be continuing",Intellectual disability,7,6,7,5,10,4,5,3,47,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Reached maximum age,Intellectual disability,-,-,-,-,-,-,8,24,32,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Received a certificate,Intellectual disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting school,Intellectual disability,0,0,0,2,7,14,18,33,74,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting special education,Intellectual disability,11,11,10,8,19,21,24,36,140,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Transferred to regular education,Intellectual disability,4,5,3,1,2,3,1,0,19,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Died,Multiple disabilities,0,0,0,1,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Dropped out,Multiple disabilities,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,0,0,0,0,0,0,1,6,7,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with regular high school diploma,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,"Moved, known to be continuing",Multiple disabilities,3,1,2,0,0,1,1,0,8,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,10,11,21,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Received a certificate,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting school,Multiple disabilities,0,0,0,1,0,0,11,17,29,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting special education,Multiple disabilities,3,1,2,1,1,3,13,17,41,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Transferred to regular education,Multiple disabilities,0,0,0,0,1,2,1,0,4,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Died,Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Dropped out,Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,0,0,0,0,1,0,0,1,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with regular high school diploma,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,"Moved, known to be continuing",Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Received a certificate,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting school,Orthopedic impairment,0,0,0,0,1,0,1,1,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting special education,Orthopedic impairment,0,0,1,0,1,0,1,1,4,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Transferred to regular education,Orthopedic impairment,0,0,1,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Died,Other health impairment,0,1,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Dropped out,Other health impairment,0,0,3,5,12,10,4,2,36,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with a regular high school diploma and received a certificate,Other health impairment,0,0,0,5,146,99,18,2,270,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with regular high school diploma,Other health impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,"Moved, known to be continuing",Other health impairment,50,52,40,25,32,12,1,3,215,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Reached maximum age,Other health impairment,-,-,-,-,-,-,2,4,6,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Received a certificate,Other health impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting school,Other health impairment,0,1,3,10,158,109,24,8,313,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting special education,Other health impairment,72,70,57,50,195,123,26,11,604,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Transferred to regular education,Other health impairment,22,17,14,15,5,2,1,0,76,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Died,Specific learning disability,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Dropped out,Specific learning disability,0,0,3,5,26,16,2,0,52,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with a regular high school diploma and received a certificate,Specific learning disability,0,0,0,7,297,280,36,5,625,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with regular high school diploma,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,"Moved, known to be continuing",Specific learning disability,100,115,85,70,53,23,8,11,465,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Reached maximum age,Specific learning disability,-,-,-,-,-,-,5,10,15,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Received a certificate,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting school,Specific learning disability,0,0,3,12,323,296,43,15,692,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting special education,Specific learning disability,145,155,124,106,383,321,51,26,1311,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Transferred to regular education,Specific learning disability,45,40,36,24,7,2,0,0,154,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Died,Speech or language impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Dropped out,Speech or language impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,0,0,0,0,7,7,0,0,14,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with regular high school diploma,Speech or language impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,"Moved, known to be continuing",Speech or language impairment,5,8,5,1,0,0,0,0,19,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,0,2,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Received a certificate,Speech or language impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting school,Speech or language impairment,0,0,0,0,7,7,0,2,16,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting special education,Speech or language impairment,7,10,9,1,7,7,0,2,43,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Transferred to regular education,Speech or language impairment,2,2,4,0,0,0,0,0,8,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Died,Traumatic brain injury,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Dropped out,Traumatic brain injury,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,0,0,0,0,0,0,0,2,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with regular high school diploma,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,"Moved, known to be continuing",Traumatic brain injury,0,0,0,0,1,2,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Reached maximum age,Traumatic brain injury,-,-,-,-,-,-,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Received a certificate,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting school,Traumatic brain injury,0,0,0,0,0,0,1,2,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting special education,Traumatic brain injury,1,2,0,0,1,2,1,2,9,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Transferred to regular education,Traumatic brain injury,1,2,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Died,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Dropped out,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with a regular high school diploma and received a certificate,Visual impairment,0,0,0,1,0,0,0,1,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Graduated with regular high school diploma,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,"Moved, known to be continuing",Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Reached maximum age,Visual impairment,-,-,-,-,-,-,0,2,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Received a certificate,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting school,Visual impairment,0,0,0,1,0,0,0,3,4,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Total exiting special education,Visual impairment,1,0,0,1,1,0,0,3,6,-,-,-,-,-,-,-,-,-,-,-
2013-2014,RHODE ISLAND,Transferred to regular education,Visual impairment,1,0,0,0,1,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Died,All Disabilities,1,2,1,4,8,4,2,0,22,2,0,0,8,0,12,0,19,3,1,21
2013-2014,SOUTH CAROLINA,Dropped out,All Disabilities,30,67,210,566,592,496,234,17,2212,39,10,1,1102,1,1017,42,1609,603,62,2150
2013-2014,SOUTH CAROLINA,Graduated with a regular high school diploma and received a certificate,All Disabilities,0,1,15,926,1337,526,146,9,2960,110,9,8,1286,2,1510,35,1985,975,100,2860
2013-2014,SOUTH CAROLINA,Graduated with regular high school diploma,All Disabilities,0,0,13,887,1170,353,69,3,2495,98,9,7,970,2,1378,31,1670,825,85,2410
2013-2014,SOUTH CAROLINA,"Moved, known to be continuing",All Disabilities,584,742,746,625,296,102,53,2,3150,75,21,17,1412,4,1538,83,2121,1029,138,3012
2013-2014,SOUTH CAROLINA,Reached maximum age,All Disabilities,-,-,-,-,-,-,200,64,264,8,1,1,125,0,124,5,158,106,6,258
2013-2014,SOUTH CAROLINA,Received a certificate,All Disabilities,0,1,2,39,167,173,77,6,465,12,0,1,316,0,132,4,315,150,15,450
2013-2014,SOUTH CAROLINA,Total exiting school,All Disabilities,31,70,226,1496,1937,1026,582,90,5458,159,20,10,2521,3,2663,82,3771,1687,169,5289
2013-2014,SOUTH CAROLINA,Total exiting special education,All Disabilities,774,949,1122,2250,2322,1144,638,93,9292,259,46,33,4174,10,4584,186,6356,2936,337,8955
2013-2014,SOUTH CAROLINA,Transferred to regular education,All Disabilities,159,137,150,129,89,16,3,1,684,25,5,6,241,3,383,21,464,220,30,654
2013-2014,SOUTH CAROLINA,Died,Autism,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Dropped out,Autism,1,0,1,1,6,7,4,0,20,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with a regular high school diploma and received a certificate,Autism,0,0,2,26,34,10,8,1,81,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with regular high school diploma,Autism,0,0,2,25,32,8,1,0,68,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,"Moved, known to be continuing",Autism,19,23,25,17,13,5,6,0,108,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Reached maximum age,Autism,-,-,-,-,-,-,33,15,48,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Received a certificate,Autism,0,0,0,1,2,2,7,1,13,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting school,Autism,1,0,3,27,40,17,45,16,149,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting special education,Autism,23,25,29,44,53,22,51,16,263,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Transferred to regular education,Autism,3,2,1,0,0,0,0,0,6,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Died,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Dropped out,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with a regular high school diploma and received a certificate,Deaf-blindness,0,0,0,0,0,1,1,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with regular high school diploma,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,"Moved, known to be continuing",Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Reached maximum age,Deaf-blindness,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Received a certificate,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting school,Deaf-blindness,0,0,0,0,0,1,1,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting special education,Deaf-blindness,0,0,0,0,0,1,1,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Transferred to regular education,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Died,Emotional disturbance,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Dropped out,Emotional disturbance,2,11,26,51,48,27,23,1,189,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with a regular high school diploma and received a certificate,Emotional disturbance,0,0,2,30,42,18,4,0,96,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with regular high school diploma,Emotional disturbance,0,0,1,28,29,12,3,0,73,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,"Moved, known to be continuing",Emotional disturbance,43,61,86,63,27,4,3,0,287,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Reached maximum age,Emotional disturbance,-,-,-,-,-,-,3,2,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Received a certificate,Emotional disturbance,0,0,1,2,13,6,1,0,23,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting school,Emotional disturbance,2,11,28,81,90,45,30,3,290,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting special education,Emotional disturbance,47,77,115,148,123,50,34,3,597,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Transferred to regular education,Emotional disturbance,2,5,1,4,6,1,1,0,20,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Died,Hearing impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Dropped out,Hearing impairment,0,0,2,4,5,5,0,0,16,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with a regular high school diploma and received a certificate,Hearing impairment,0,0,0,13,23,5,6,1,48,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with regular high school diploma,Hearing impairment,0,0,0,11,22,3,1,0,37,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,"Moved, known to be continuing",Hearing impairment,10,6,10,5,0,2,1,0,34,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Reached maximum age,Hearing impairment,-,-,-,-,-,-,3,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Received a certificate,Hearing impairment,0,0,0,2,1,2,5,1,11,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting school,Hearing impairment,0,0,2,17,28,10,9,1,67,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting special education,Hearing impairment,10,7,16,23,28,12,10,1,107,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Transferred to regular education,Hearing impairment,0,1,4,1,0,0,0,0,6,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Died,Intellectual disability,0,0,0,0,1,1,1,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Dropped out,Intellectual disability,0,6,16,33,72,115,53,6,301,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with a regular high school diploma and received a certificate,Intellectual disability,0,0,0,15,49,41,30,3,138,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with regular high school diploma,Intellectual disability,0,0,0,2,12,4,5,0,23,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,"Moved, known to be continuing",Intellectual disability,50,60,69,60,34,25,17,2,317,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Reached maximum age,Intellectual disability,-,-,-,-,-,-,114,31,145,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Received a certificate,Intellectual disability,0,0,0,13,37,37,25,3,115,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting school,Intellectual disability,0,6,16,48,122,157,198,40,587,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting special education,Intellectual disability,51,68,86,109,158,182,215,42,911,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Transferred to regular education,Intellectual disability,1,2,1,1,2,0,0,0,7,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Died,Multiple disabilities,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Dropped out,Multiple disabilities,0,2,1,1,1,2,3,0,10,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,0,0,0,6,6,4,0,0,16,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with regular high school diploma,Multiple disabilities,0,0,0,6,1,2,0,0,9,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,"Moved, known to be continuing",Multiple disabilities,7,8,9,8,5,2,4,0,43,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,9,3,12,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Received a certificate,Multiple disabilities,0,0,0,0,5,2,0,0,7,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting school,Multiple disabilities,0,2,1,7,7,6,12,3,38,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting special education,Multiple disabilities,7,11,10,16,13,8,16,3,84,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Transferred to regular education,Multiple disabilities,0,1,0,1,1,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Died,Orthopedic impairment,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Dropped out,Orthopedic impairment,0,0,1,0,1,3,3,0,8,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,0,0,0,6,13,3,2,0,24,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with regular high school diploma,Orthopedic impairment,0,0,0,5,13,2,0,0,20,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,"Moved, known to be continuing",Orthopedic impairment,1,6,3,2,1,0,2,0,15,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,6,2,8,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Received a certificate,Orthopedic impairment,0,0,0,1,0,1,2,0,4,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting school,Orthopedic impairment,0,0,1,6,15,6,11,2,41,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting special education,Orthopedic impairment,1,7,5,9,16,6,13,2,59,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Transferred to regular education,Orthopedic impairment,0,1,1,1,0,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Died,Other health impairment,0,0,0,0,1,2,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Dropped out,Other health impairment,7,18,38,113,108,70,36,4,394,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with a regular high school diploma and received a certificate,Other health impairment,0,0,1,194,205,64,18,2,484,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Graduated with regular high school diploma,Other health impairment,0,0,1,192,193,46,13,2,447,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,"Moved, known to be continuing",Other health impairment,115,174,145,122,50,17,4,0,627,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Reached maximum age,Other health impairment,-,-,-,-,-,-,17,2,19,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Received a certificate,Other health impairment,0,0,0,2,12,18,5,0,37,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting school,Other health impairment,7,18,39,307,314,136,71,8,900,-,-,-,-,-,-,-,-,-,-,-
2013-2014,SOUTH CAROLINA,Total exiting special education,Other health impairment,146,207,205,454,377,157,75,8,1629,-,-,-,-,-,-,-,-,-,-,-
